adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/6NaWU3u3OwHMcEyNOLrXhFYr7Th.jpg,"[18, 36, 10752]",11948,ja,戦場のメリークリスマス,"Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",4.5074,/sKeZzN7sXPLRe5rRlOuoXsh1qPA.jpg,1983-05-28,"Merry Christmas, Mr. Lawrence",False,7.3,510
False,/cIxRNZqafLWrS9WfkB7e7v6aJ0g.jpg,"[18, 10749]",9587,en,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,4.6421,/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg,1994-12-21,Little Women,False,7.278,1325
False,/zj8XS0l1cWStpKnuD1LFMB3VoV1.jpg,"[10751, 16, 12]",9325,en,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",7.0214,/yN1kuupnPTLUprgfvC5WapgrxG4.jpg,1967-10-18,The Jungle Book,False,7.278,6590
False,/isRzCN0ATsZ4CdBf6CSGA2ruclW.jpg,"[80, 18]",8923,en,Green Street Hooligans,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",2.3897,/oTxHFRSbFcCWdfJB4ozA41Yq57c.jpg,2005-09-09,Green Street Hooligans,False,7.278,2520
False,/uHudMff1vp2GDXqHD8QOA78QpNW.jpg,"[18, 27]",6404,de,Nosferatu - Phantom der Nacht,A real estate agent leaves behind his beautiful wife to go to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar.,2.4885,/jHKzGYwf7P34vz8MhJBTN6cnaYD.jpg,1979-01-17,Nosferatu the Vampyre,False,7.278,1058
False,/33xE2R7WhFji3k1UtzR8SxImQWO.jpg,"[18, 53]",1802,fr,La Cérémonie,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.",3.503,/vq2x8JfEoVrdQZqo0fppjw7ZI3d.jpg,1995-08-30,La Cérémonie,False,7.3,386
False,/sf3LLFDjkZIABUnHi2tIY02az5r.jpg,"[35, 10752]",93289,fr,Mais où est donc passée la 7ème compagnie ?,"1940: During the chaotic running fights of the French army the 7th company disappears - nobody knows they've been taken captive. Only their scouting patrol, three witty but lazy guys, can escape and now wanders around behind the German lines. They'd like to just stay out the fights, but a Lieutenant urges them to use a captured truck to break through to their troops.",0.8029,/eGbSIQ9HumvikBxllond5uCVXjp.jpg,1973-05-24,Now Where Did the Seventh Company Get to?,False,7.277,377
False,/7azfW8hJFlayltIW2Mc1jC78smZ.jpg,"[16, 10751]",23566,en,Barbie and the Three Musketeers,"Corinne is a young country girl who heads to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",2.3226,/zR0ts7zL2P1kQIQXYlnS4KCqqmu.jpg,2009-09-15,Barbie and the Three Musketeers,False,7.3,720
False,/x1j5VVU4ypEx1hM0PDYGwCJvwtS.jpg,"[27, 9648]",508642,ko,곤지암,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",4.2041,/fNqlsmu2tiI1bXcpU31yjHPkiJz.jpg,2018-03-28,Gonjiam: Haunted Asylum,False,7.3,884
False,/wZS4xSfPtk1NPQnx9zsT5R2WhCu.jpg,"[10751, 35, 12, 16, 878, 14]",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",12.2498,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.276,3943
False,/fwPrh4Pu2egP4oICJfKGTzNj0qM.jpg,"[35, 18]",269258,de,Honig im Kopf,"Before eleven years old Tilda's parents can put her beloved grandfather in an old people's home due to his progressing Alzheimer disease, she takes him on one last adventure that subliminally threatens to tear her family apart.",0.5482,/82T8Yax4blLICBPRcdzeJ6tZzxa.jpg,2014-12-25,Head Full of Honey,False,7.276,366
False,/jUaZAbdpNl33VHprUl4qEohXn8q.jpg,"[18, 35]",228194,en,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,2.0476,/1vFhSr7INoulu18smHqicft05i8.jpg,2014-08-06,The Hundred-Foot Journey,False,7.3,1527
False,/A5D298Emg8Cy4Dzc2trFJwl6JiA.jpg,"[18, 10749]",23550,it,Le fate ignoranti,"When Antonia's husband Massimo is killed in a car accident, she accidentally discovers that he has been having a same-sex affair with a produce wholesaler named Michele.",0.5275,/wJ2UV6OpenRBb5l0GQ0eCSatFcJ.jpg,2001-03-16,His Secret Life,False,7.276,585
False,/3HX8idPAiLf3tFWMc9x8t8ukNI1.jpg,"[16, 35, 10751, 9648]",21956,en,Scooby-Doo! and the Monster of Mexico,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",1.3132,/fv4e6pGhl4fDUdRt2WIDLDgEq7e.jpg,2003-09-30,Scooby-Doo! and the Monster of Mexico,False,7.276,332
False,/20wSDAS6rUWhkZQ2PxPC9TRsAd1.jpg,"[18, 36]",11499,en,Frost/Nixon,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",1.6255,/z4cQ2mJxwPZUwVh97yX9oNsLLZQ.jpg,2008-10-15,Frost/Nixon,False,7.276,1275
False,/fBvSfLetWlAMevQVHa0nBDV1Fon.jpg,"[28, 53]",1572,en,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",11.7496,/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg,1995-05-19,Die Hard: With a Vengeance,False,7.276,6550
False,/onq6lsJLX8ay5iwxEbKX3qJKeO9.jpg,[27],764,en,The Evil Dead,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",4.9994,/54C1qdaiSijIU5NeNb4WsPJdNkG.jpg,1981-10-15,The Evil Dead,False,7.276,4376
False,/tWEcrdHbQLJUuetCQupgCJaTRQ9.jpg,"[16, 878, 28]",1155089,en,Justice League: Crisis on Infinite Earths Part One,"Death is coming. Worse than death: oblivion. Not just for our Earth, but for everyone, everywhere, in every universe! Against this ultimate destruction, the mysterious Monitor has gathered the greatest team of Super Heroes ever assembled. But what can the combined might of Superman, Wonder Woman, Batman, The Flash, Green Lantern and hundreds of Super Heroes from multiple Earths even do to save all of reality from an unstoppable antimatter armageddon?!",3.1001,/zR6C66EDklgTPLHRSmmMt5878MR.jpg,2024-01-08,Justice League: Crisis on Infinite Earths Part One,False,7.275,391
False,/oqblGh9vRXFBV9Auu8St5i50njr.jpg,"[16, 10751, 12, 14]",323661,fr,"Mune, le gardien de la lune","When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",2.464,/fWjm8AH9YqkRUR2yf4y1mDIvj0O.jpg,2015-02-05,Mune: Guardian of the Moon,False,7.275,589
False,/sdZSjtGUTSN8B3al5o0f2WoQfQQ.jpg,"[878, 12, 14]",83533,en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",103.6693,/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,2025-12-17,Avatar: Fire and Ash,False,7.276,1852
False,/fi7gBF2nfIGWF9MuOhuEr6rkgBQ.jpg,"[18, 10749]",18183,es,Como agua para chocolate,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",2.9965,/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg,1992-04-16,Like Water for Chocolate,False,7.275,547
False,/lA5fOBqTOQBQ1s9lEYYPmNXoYLi.jpg,"[35, 12, 878]",590223,en,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",3.442,/718NnyxyQuBQcGWt9sdelA1Zc3h.jpg,2020-10-16,Love and Monsters,False,7.274,4355
False,/kN8SMfKfca655F97pqRnWPmFAiZ.jpg,"[18, 10749]",550231,en,The Secret: Dare to Dream,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",1.7703,/5mCqEeBA0MW7H6akFrFQXJu68rU.jpg,2020-04-16,The Secret: Dare to Dream,False,7.274,648
False,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,"[10752, 28, 36, 18, 53]",300671,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,7.5595,/fZlAxZMo6BId1SiqyjLmkd7oUB7.jpg,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,False,7.274,3864
False,/2sE6hrwfn9IV7eDlMvpIb9q1EWy.jpg,"[35, 10402, 10749]",114150,en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",18.4186,/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg,2012-09-28,Pitch Perfect,False,7.274,6804
False,/4yeRx7cGDMIzIkzLRhcw1LymSYC.jpg,"[10402, 18, 35]",10654,en,Hair,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",1.9818,/qrZIlVCL9UyEBsgOGbisNzuWjX.jpg,1979-03-15,Hair,False,7.3,720
False,/5SDqKj8AfUazPqXvOCDL1nmE8Zb.jpg,"[18, 10749]",2748,it,Viaggio in Italia,"Married for eight years with no children, Brits Katherine and Alex Joyce are driving to Italy, their ultimate destination just outside of Naples to sell the villa they have just inherited from his uncle, the villa where they will be staying during their time there. On the drive, they come to the realization that this trip marks the first time that they have truly been alone together, and as such don't really know one another in the true sense.",0.9925,/d470qCzer5cTLRdeN0iTCQCJiOc.jpg,1954-09-07,Journey to Italy,False,7.3,317
False,/rg3hBiQbDet8uNQkgfbpk7306p8.jpg,"[27, 14, 9648]",779,de,Vampyr - Der Traum des Allan Grey,"Allan Gray, a young man fascinated by the supernatural, goes to a small village where he feels a sinister force descending upon him. There, Allan meets an old man who asks him to protect his two daughters, for one of them has been bitten by a vampire.",0.7981,/yt3JS5JSoZseSohYkhs6FLU9B0O.jpg,1932-05-06,Vampyr,False,7.274,583
False,/yKWZIDo4ixcDUeelk2QGVA1EVmC.jpg,"[27, 9648]",1078605,en,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",29.0473,/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,2025-08-04,Weapons,False,7.273,2975
False,/7XZsVVnqTsMJXg3J4CHzeV2Lro9.jpg,"[28, 35, 18, 53]",663870,da,Retfærdighedens ryttere,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",3.6933,/sshNnwmQLk720iBQ0dZg3GVGKfK.jpg,2020-11-19,Riders of Justice,False,7.274,1027
False,/fZkhO3JhRajayNejQUaIiBegayM.jpg,"[16, 12, 10751, 37]",637693,en,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,2.6363,/fLE2mvuvhvzmSICOsqR9uE50Ave.jpg,2021-05-20,Spirit Untamed,False,7.3,543
False,/ZjnHdS0gqPDcy0KI2azWR6HfEJ.jpg,"[18, 10749]",283591,en,The Secret Scripture,"The hidden memoir of an elderly woman confined to a mental hospital reveals the history of her passionate yet tortured life, and of the religious and political upheavals in Ireland during the 1920s and 30s.",3.9666,/iVoZqwvGAwxvGVbYV5y04wpiBob.jpg,2017-03-23,The Secret Scripture,False,7.273,308
False,/taC4SMRB4UUbXL9R4680aJ4ejQK.jpg,"[28, 12, 18, 36, 10752]",15384,zh,赤壁：決戰天下,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",2.3298,/h4WZHa5K941lAthsa29g0RFJJtV.jpg,2009-01-07,Red Cliff II,False,7.3,484
False,/lghWedsBBl3lPlIs4EpZpP64mUT.jpg,"[18, 35, 10749]",603661,en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",2.2529,/prbZxJxGcy07y60eq8lCGMciTYz.jpg,2021-12-09,The Hating Game,False,7.3,1167
False,/uzr5OCSv6DnRWRDwq9btxdUNMNY.jpg,"[18, 10749, 10752]",121642,it,Venuto al mondo,"Full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of Sarajevo. A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.",0.6202,/uQ0ERG8dy3kHVP8aVlDFv448Gc7.jpg,2012-09-13,Twice Born,False,7.272,469
False,/rNYhGQ9O4a3DJsbjfBO3DNfdHv6.jpg,"[878, 28, 16]",379291,en,Justice League vs. Teen Titans,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,1.9414,/ctHGhbe19xIX6wlECsFydHiha4W.jpg,2016-03-26,Justice League vs. Teen Titans,False,7.3,1023
False,/kIBK5SKwgqIIuRKhhWrJn3XkbPq.jpg,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",16.9137,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,2015-04-22,Avengers: Age of Ultron,False,7.271,24163
False,/4rHZyoFxGxvkMNiLFEqwm19HCtc.jpg,"[18, 10749]",34653,en,A Single Man,"Set in Los Angeles in 1962, at the height of the Cuban missile crisis, is the story of a British college professor who dwells on the past and cannot see his future. We follow him through a single day, where a series of events and encounters ultimately lead him to decide if there is a meaning to life after the death of his long time partner, Jim.",2.1126,/AvqTb66bS1i1NjlPC76zvxo0taT.jpg,2009-12-11,A Single Man,False,7.3,1637
False,/dm1bqDSw3MJTjYCeuNUv122BXFp.jpg,"[53, 28, 80]",17814,en,Assault on Precinct 13,"A highway patrol officer, two criminals, and a station secretary form an unlikely alliance to defend a defunct Los Angeles precinct against a siege by a bloodthirsty street gang.",1.4657,/RtGDEmXbSxE8NThCCY1SXFXLLw.jpg,1976-10-08,Assault on Precinct 13,False,7.271,1180
False,/mE7C0GZXXAbw6wUaOGkWnW3S9U0.jpg,[35],14646,fr,Un air de famille,"An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce.",1.1945,/eKGcispYwnZdC4FPctDAtFXLkyu.jpg,1996-09-07,Family Resemblances,False,7.271,308
False,/5pLaYZGbweHYULiNiRehPxYuUnn.jpg,"[35, 80]",2640,en,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",11.1725,/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg,1989-03-31,Heathers,False,7.271,1837
False,/5ApVROxPul7vu9NiB2DJWqlA3kE.jpg,"[80, 18]",690,fr,Pickpocket,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",1.4979,/kxpvceDv9fhFc4OAs82fmdzu17Y.jpg,1959-12-16,Pickpocket,False,7.271,554
False,/jGyDvz8WjVZzHX573WDs8BTIUU9.jpg,"[9648, 10749, 53]",381,en,To Catch a Thief,"When a string of jewel robberies hits the French Riviera, suspicion falls on retired thief John “The Cat” Robie. To clear his name, he sets out to trap the copycat himself—entangling a wealthy widow and her beguiling daughter in a seductive game of pursuit, deception, and desire.",2.6584,/6M6NwjV3XvtayljoiZ8wRHOKCQG.jpg,1955-08-03,To Catch a Thief,False,7.271,1641
False,/vyrCniZsrXZAW08eECKIp1BMLPh.jpg,"[35, 18, 10749]",50646,en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",8.5528,/p4RafgAPk558muOjnBMHhMArjS2.jpg,2011-07-29,"Crazy, Stupid, Love.",False,7.27,9114
False,/9vJ57nbL4hWJrmsyjKTxiGXqrBU.jpg,"[80, 18, 9648]",11929,en,Dolores Claiborne,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",2.6114,/iQuwx3UAyXbE9tzdM3jLqtbogc4.jpg,1995-03-24,Dolores Claiborne,False,7.27,857
False,/sZhY0BAsN1bMAPLIqMRqG1fqb3A.jpg,"[12, 16, 10751]",10009,en,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",7.039,/otptPbEY0vBostmo95xwiiumMJm.jpg,2003-10-23,Brother Bear,False,7.3,5690
False,/bGgcTfGf8jggZZotx3uKpRF2zbv.jpg,"[12, 10751, 18]",498248,fr,Mia et le lion blanc,A young girl from London moves to Africa with her parents where she befriends a lion cub.,3.9511,/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg,2018-08-02,Mia and the White Lion,False,7.266,907
False,/czLjLCZTie8Oaf9Bz9ANhsD705i.jpg,"[28, 53, 80, 18]",15362,fr,L'ennemi public n°1,"After nearly two decades of legendary criminal feats, making him France's most notorious criminal while simultaneously feeding his desire for media attention and public adoration, Mesrine becomes increasingly paranoid and isolated, leading to a dramatic confrontation with the law that ultimately seals his fate as the nation's most infamous public enemy.",1.1524,/k9lhZ0PhY78nzwG034rNpsLXlpW.jpg,2008-11-19,Mesrine: Public Enemy #1,False,7.269,932
False,/bAnSOcJgNmV9aaJmFkTmkngCF3J.jpg,"[35, 80]",5506,en,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,2.2159,/9LJ6ZV59Q92LAJAbmb7xm9dUBGU.jpg,1955-12-08,The Ladykillers,False,7.269,528
False,/amBvmIshdsSkOtvVIgxl7YSQ9Dg.jpg,"[18, 53, 28]",3176,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",4.1462,/aLGKAQKgzWpJ6egyWzzC11jXBRJ.jpg,2000-12-16,Battle Royale,False,7.271,3739
False,/3mpgltEMgPf8zFtPnAWdDVN8ZT1.jpg,"[35, 18]",1056360,en,American Fiction,"A novelist fed up with the establishment profiting from ""Black"" entertainment uses a pen name to write a book that propels him into the heart of hypocrisy and the madness he claims to disdain.",2.7502,/57MFWGHarg9jid7yfDTka4RmcMU.jpg,2023-11-10,American Fiction,False,7.268,1271
False,/fx6c2UuNnXPwuRvu4tGaJJJITT6.jpg,"[53, 18, 80, 27]",889699,fa,عنکبوت مقدس,"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",2.2911,/6ObJ4x7m1F5QRY06WzOxNJQHwGb.jpg,2022-07-13,Holy Spider,False,7.268,494
False,/qpjuVCGZvNsbDa4UyxrbAa4Dno3.jpg,"[35, 80]",37136,en,The Naked Gun: From the Files of Police Squad!,"When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",6.4625,/zT0mhZqZQJE1gSY5Eg9qcGP4NYo.jpg,1988-12-02,The Naked Gun: From the Files of Police Squad!,False,7.3,4377
False,/pA6Ekh6azs8kQer5OZQgjEn5Wry.jpg,"[16, 10751]",13283,en,Barbie as the Island Princess,"Young Rosella is saved by a few kind animals after a shipwreck. Now called Ro, she learns to talk to animals. One day, she saves the life of a prince and returns to civilisation to discover her past.",2.3345,/oguRPUFeHt0H0wO0He4ewTseMXo.jpg,2007-09-17,Barbie as the Island Princess,False,7.268,768
False,/8ULBp6mMRhpR6qnEqEWFbMdmdNq.jpg,"[18, 9648]",11190,ru,Возвращение,"Two young brothers in contemporary Russia are reunited with a father they know only from an old photograph after his sudden return from a long absence. With their mother’s reluctant consent, they set out on a remote trip that quickly becomes an uneasy test of authority, trust, and masculinity. As the journey moves deeper into the wilderness, the fragile bonds between father and sons are pushed to their limits.",0.9753,/7V8iHBs34cPYw7ohpLqliF9x8Gv.jpg,2003-06-25,The Return,False,7.3,686
False,/qODx2OuPQNDxXUoqHBmTNww2iC3.jpg,"[12, 18, 28]",9550,zh,十面埋伏,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",2.6676,/93feGsGiCtG5ymrRcErUgBsdo6v.jpg,2004-08-03,House of Flying Daggers,False,7.268,1755
False,/jZDudPPIV4lSxEVgzfK9Z6nHdhi.jpg,"[28, 36, 18]",449924,cn,葉問4,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",2.0367,/b5cz6BoyHrgBnhfDHOW5hXRWbln.jpg,2019-12-19,Ip Man 4: The Finale,False,7.267,2087
False,/lrHfbfrEl9keXee7lLngtKtStS8.jpg,"[18, 10752]",424488,en,Megan Leavey,"The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",3.0701,/yq66hYkXFaj2DDqCkF6T2wT7VxQ.jpg,2017-06-09,Megan Leavey,False,7.267,836
False,/ebPtSNrQ92Cgwje29WjvXKQbl9m.jpg,"[18, 10749]",79120,en,Weekend,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",1.3989,/ksg3QX2iMLzEkvS6AwIGh5A9CXT.jpg,2011-10-23,Weekend,False,7.267,557
False,/mApegAM7DCZvsKVfWAtavubycMU.jpg,"[35, 18, 10749]",40794,it,Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",7.2966,/gYSXvD0sB2MRXF5YreSWtdcW4Jv.jpg,2010-03-12,Loose Cannons,False,7.267,804
False,/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg,"[12, 14, 28]",285,en,Pirates of the Caribbean: At World's End,Captain Jack Sparrow is trapped in Davy Jones' Locker when his pirate brethren begin a desperate quest to locate and rescue him. Follow their wild seafaring adventures from exotic Singapore to World's End and beyond.,12.9956,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,Pirates of the Caribbean: At World's End,False,7.267,15252
False,/uWGR2MhQeJDfvFOmLC0yC07MEDm.jpg,"[16, 28, 53, 878]",64956,en,Inception: The Cobol Job,"Cobb, Arthur and Nash are enlisted by Cobol Engineering.",1.0328,/sNxqwtyHMNQwKWoFYDqcYTui5Ok.jpg,2010-12-07,Inception: The Cobol Job,False,7.266,310
False,/f4VUSI3drkdM7LEktreTM23RKc.jpg,"[10749, 35]",509,en,Notting Hill,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,7.6143,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,1999-05-21,Notting Hill,False,7.265,6604
False,/eGqZyH83bQ1x5MKD5SggEfarPa.jpg,[35],44741,it,Malizia,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",5.601,/s1ioOR6IZ6pRN59wEIYCPcY6vW8.jpg,1973-03-29,Malicious,False,7.265,345
False,/tcMG8GQ0m61PWIWkdJfOERrl1sJ.jpg,"[10402, 35, 10749]",12614,en,Victor/Victoria,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",1.9916,/mCjXcPRM3Rc7gOCGeVrBdPvF2bk.jpg,1982-04-25,Victor/Victoria,False,7.265,442
False,/bQHHEFYBZc23nhbo0z0qB7nxW31.jpg,"[35, 18, 10402]",11663,en,The Commitments,"Jimmy Rabbitte, just a thick-ya out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan.",3.7366,/iccBDq9aS1gwi6b8aJjBgPU4t2D.jpg,1991-08-14,The Commitments,False,7.265,591
